#,Date-Time (UTC Standard Time),Temperature   (°C),Light   (lux),Started,Host Connected,Button Down,Button Up,End of File
496,08/21/2025 08:46:01,21.58,223.68,,,,,
497,08/21/2025 08:51:01,21.58,222.80,,,,,
498,08/21/2025 08:56:01,21.62,222.80,,,,,
499,08/21/2025 09:01:01,21.66,222.80,,,,,
500,08/21/2025 09:06:01,21.62,222.80,,,,,
501,08/21/2025 09:11:01,21.62,222.80,,,,,
502,08/21/2025 09:16:01,21.66,222.80,,,,,
503,08/21/2025 09:21:01,21.62,222.80,,,,,
504,08/21/2025 09:26:01,21.66,222.80,,,,,
505,08/21/2025 09:31:01,21.66,223.68,,,,,
506,08/21/2025 09:36:01,21.62,222.80,,,,,
507,08/21/2025 09:41:01,21.62,223.68,,,,,
508,08/21/2025 09:46:01,21.58,223.68,,,,,
509,08/21/2025 09:51:01,21.58,222.80,,,,,
510,08/21/2025 09:56:01,21.58,223.68,,,,,
511,08/21/2025 10:01:01,21.58,221.92,,,,,
512,08/21/2025 10:06:01,21.58,223.68,,,,,
513,08/21/2025 10:11:01,21.53,223.68,,,,,
514,08/21/2025 10:16:01,21.49,223.68,,,,,
515,08/21/2025 10:21:01,21.62,223.68,,,,,
516,08/21/2025 10:26:01,21.53,223.68,,,,,
517,08/21/2025 10:31:01,21.49,223.68,,,,,
518,08/21/2025 10:36:01,21.49,221.92,,,,,
519,08/21/2025 10:41:01,21.53,223.68,,,,,
520,08/21/2025 10:46:01,21.49,223.68,,,,,
521,08/21/2025 10:51:01,21.53,222.80,,,,,
522,08/21/2025 10:56:01,21.49,222.80,,,,,
523,08/21/2025 11:01:01,21.45,223.68,,,,,
524,08/21/2025 11:06:01,21.49,223.68,,,,,
525,08/21/2025 11:11:01,21.49,223.68,,,,,
526,08/21/2025 11:16:01,21.53,223.68,,,,,
527,08/21/2025 11:21:01,21.53,223.68,,,,,
528,08/21/2025 11:26:01,21.49,221.92,,,,,
529,08/21/2025 11:31:01,21.53,221.92,,,,,
530,08/21/2025 11:36:01,21.49,223.68,,,,,
531,08/21/2025 11:41:01,21.45,221.92,,,,,
532,08/21/2025 11:46:01,21.49,223.68,,,,,
533,08/21/2025 11:51:01,21.53,222.80,,,,,
534,08/21/2025 11:56:01,21.53,222.80,,,,,
535,08/21/2025 12:01:01,21.45,222.80,,,,,
536,08/21/2025 12:06:01,21.45,223.68,,,,,
537,08/21/2025 12:11:01,21.53,223.68,,,,,
538,08/21/2025 12:16:01,21.53,224.48,,,,,
539,08/21/2025 12:21:01,21.58,226.24,,,,,
540,08/21/2025 12:26:01,21.49,228.80,,,,,
541,08/21/2025 12:31:01,21.53,242.64,,,,,
542,08/21/2025 12:36:01,21.49,230.56,,,,,
543,08/21/2025 12:41:01,21.49,227.92,,,,,
544,08/21/2025 12:46:01,21.53,227.92,,,,,
545,08/21/2025 12:51:01,21.58,228.80,,,,,
546,08/21/2025 12:56:01,21.58,239.20,,,,,
547,08/21/2025 13:01:01,21.49,229.68,,,,,
548,08/21/2025 13:06:01,21.45,230.56,,,,,
549,08/21/2025 13:11:01,21.53,231.44,,,,,
550,08/21/2025 13:16:01,21.58,235.76,,,,,
551,08/21/2025 13:21:01,21.53,232.24,,,,,
552,08/21/2025 13:26:01,21.58,236.56,,,,,
553,08/21/2025 13:31:01,21.49,238.32,,,,,
554,08/21/2025 13:36:01,21.53,235.76,,,,,
555,08/21/2025 13:41:01,21.58,236.56,,,,,
556,08/21/2025 13:46:01,21.58,236.56,,,,,
557,08/21/2025 13:51:01,21.53,231.44,,,,,
558,08/21/2025 13:56:01,21.53,228.80,,,,,
559,08/21/2025 14:01:01,21.49,231.44,,,,,
560,08/21/2025 14:06:01,21.49,228.80,,,,,
561,08/21/2025 14:11:01,21.53,228.80,,,,,
562,08/21/2025 14:16:01,21.53,228.80,,,,,
563,08/21/2025 14:21:01,21.53,227.92,,,,,
564,08/21/2025 14:26:01,21.58,227.12,,,,,
565,08/21/2025 14:31:01,21.53,227.12,,,,,
566,08/21/2025 14:36:01,21.49,227.92,,,,,
567,08/21/2025 14:41:01,21.53,227.92,,,,,
568,08/21/2025 14:46:01,21.58,227.92,,,,,
569,08/21/2025 14:51:01,21.58,227.92,,,,,
570,08/21/2025 14:56:01,21.53,227.12,,,,,
571,08/21/2025 15:01:01,21.53,225.36,,,,,
572,08/21/2025 15:06:01,21.53,224.48,,,,,
573,08/21/2025 15:11:01,21.53,223.68,,,,,
574,08/21/2025 15:16:01,21.58,223.68,,,,,
575,08/21/2025 15:21:01,21.58,223.68,,,,,
576,08/21/2025 15:26:01,21.58,223.68,,,,,
577,08/21/2025 15:31:01,21.53,223.68,,,,,
578,08/21/2025 15:36:01,21.53,223.68,,,,,
579,08/21/2025 15:41:01,21.53,223.68,,,,,
580,08/21/2025 15:46:01,21.58,223.68,,,,,
581,08/21/2025 15:51:01,21.62,224.48,,,,,
582,08/21/2025 15:56:01,21.58,223.68,,,,,
583,08/21/2025 16:01:01,21.58,227.12,,,,,
584,08/21/2025 16:06:01,21.53,227.92,,,,,
585,08/21/2025 16:11:01,21.58,227.12,,,,,
586,08/21/2025 16:16:01,21.58,227.92,,,,,
587,08/21/2025 16:21:01,21.58,227.92,,,,,
588,08/21/2025 16:26:01,21.53,227.92,,,,,
589,08/21/2025 16:31:01,21.58,227.92,,,,,
590,08/21/2025 16:36:01,21.53,228.80,,,,,
591,08/21/2025 16:41:01,21.58,228.80,,,,,
592,08/21/2025 16:46:01,21.58,227.92,,,,,
593,08/21/2025 16:51:01,21.58,227.12,,,,,
594,08/21/2025 16:56:01,21.58,227.92,,,,,
595,08/21/2025 17:01:01,21.58,227.92,,,,,
596,08/21/2025 17:06:01,21.53,227.92,,,,,
597,08/21/2025 17:11:01,21.58,227.92,,,,,
598,08/21/2025 17:16:01,21.62,226.24,,,,,
599,08/21/2025 17:21:01,21.58,226.24,,,,,
600,08/21/2025 17:26:01,21.58,226.24,,,,,
601,08/21/2025 17:31:01,21.53,226.24,,,,,
602,08/21/2025 17:36:01,21.53,227.12,,,,,
603,08/21/2025 17:41:01,21.58,226.24,,,,,
604,08/21/2025 17:46:01,21.62,227.12,,,,,
605,08/21/2025 17:51:01,21.58,227.12,,,,,
606,08/21/2025 17:56:01,21.58,227.12,,,,,
607,08/21/2025 18:01:01,21.58,227.12,,,,,
608,08/21/2025 18:06:01,21.53,227.12,,,,,
609,08/21/2025 18:11:01,21.62,225.36,,,,,
610,08/21/2025 18:16:01,21.62,226.24,,,,,
611,08/21/2025 18:21:01,21.62,226.24,,,,,
612,08/21/2025 18:26:01,21.62,226.24,,,,,
613,08/21/2025 18:31:01,21.53,225.36,,,,,
614,08/21/2025 18:36:01,21.53,226.24,,,,,
615,08/21/2025 18:41:01,21.62,225.36,,,,,
616,08/21/2025 18:46:01,21.58,225.36,,,,,
617,08/21/2025 18:51:01,21.62,225.36,,,,,
618,08/21/2025 18:56:01,21.53,225.36,,,,,
619,08/21/2025 19:01:01,21.53,224.48,,,,,
620,08/21/2025 19:06:01,21.58,223.68,,,,,
621,08/21/2025 19:11:01,21.62,222.80,,,,,
622,08/21/2025 19:16:01,21.58,222.80,,,,,
623,08/21/2025 19:21:01,21.58,222.80,,,,,
624,08/21/2025 19:26:01,21.49,222.80,,,,,
625,08/21/2025 19:31:01,21.53,222.80,,,,,
626,08/21/2025 19:36:01,21.53,223.68,,,,,
627,08/21/2025 19:41:01,21.58,223.68,,,,,
628,08/21/2025 19:46:01,21.62,225.36,,,,,
629,08/21/2025 19:51:01,21.58,224.48,,,,,
630,08/21/2025 19:56:01,21.49,224.48,,,,,
631,08/21/2025 20:01:01,21.53,224.48,,,,,
632,08/21/2025 20:06:01,21.53,223.68,,,,,
633,08/21/2025 20:11:01,21.62,223.68,,,,,
634,08/21/2025 20:16:01,21.58,224.48,,,,,
635,08/21/2025 20:21:01,21.58,224.48,,,,,
636,08/21/2025 20:26:01,21.62,224.48,,,,,
637,08/21/2025 20:31:01,21.53,223.68,,,,,
638,08/21/2025 20:36:01,21.58,224.48,,,,,
639,08/21/2025 20:41:01,21.58,224.48,,,,,
640,08/21/2025 20:46:01,21.58,224.48,,,,,
641,08/21/2025 20:51:01,21.62,223.68,,,,,
642,08/21/2025 20:56:01,21.58,223.68,,,,,
643,08/21/2025 21:01:01,21.53,223.68,,,,,
644,08/21/2025 21:06:01,21.58,223.68,,,,,
645,08/21/2025 21:11:01,21.53,223.68,,,,,
646,08/21/2025 21:16:01,21.53,223.68,,,,,
647,08/21/2025 21:21:01,21.58,223.68,,,,,
648,08/21/2025 21:26:01,21.49,223.68,,,,,
649,08/21/2025 21:31:01,21.53,222.80,,,,,
650,08/21/2025 21:36:01,21.58,223.68,,,,,
651,08/21/2025 21:41:01,21.58,223.68,,,,,
652,08/21/2025 21:46:01,21.53,222.80,,,,,
653,08/21/2025 21:51:01,21.53,223.68,,,,,
654,08/21/2025 21:56:01,21.53,223.68,,,,,
655,08/21/2025 22:01:01,21.58,223.68,,,,,
656,08/21/2025 22:06:01,21.62,223.68,,,,,
657,08/21/2025 22:11:01,21.58,223.68,,,,,
658,08/21/2025 22:16:01,21.58,223.68,,,,,
659,08/21/2025 22:21:01,21.53,222.80,,,,,
660,08/21/2025 22:26:01,21.53,222.80,,,,,
661,08/21/2025 22:31:01,21.58,222.80,,,,,
662,08/21/2025 22:36:01,21.53,222.80,,,,,
663,08/21/2025 22:41:01,21.58,222.80,,,,,
664,08/21/2025 22:46:01,21.53,222.80,,,,,
665,08/21/2025 22:51:01,21.53,222.80,,,,,
666,08/21/2025 22:56:01,21.53,221.92,,,,,
667,08/21/2025 23:01:01,21.58,224.48,,,,,
668,08/21/2025 23:06:01,21.53,223.68,,,,,
669,08/21/2025 23:11:01,21.53,221.92,,,,,
670,08/21/2025 23:16:01,21.53,223.68,,,,,
671,08/21/2025 23:21:01,21.53,223.68,,,,,
672,08/21/2025 23:26:01,21.53,223.68,,,,,
673,08/21/2025 23:31:01,21.58,223.68,,,,,
674,08/21/2025 23:36:01,21.58,223.68,,,,,
675,08/21/2025 23:41:01,21.53,223.68,,,,,
676,08/21/2025 23:46:01,21.53,223.68,,,,,
677,08/21/2025 23:51:01,21.53,223.68,,,,,
678,08/21/2025 23:56:01,21.53,223.68,,,,,
679,08/22/2025 00:01:01,21.58,223.68,,,,,
680,08/22/2025 00:06:01,21.58,223.68,,,,,
681,08/22/2025 00:11:01,21.53,223.68,,,,,
682,08/22/2025 00:16:01,21.49,222.80,,,,,
683,08/22/2025 00:21:01,21.53,222.80,,,,,
684,08/22/2025 00:26:01,21.53,223.68,,,,,
685,08/22/2025 00:31:01,21.53,223.68,,,,,
686,08/22/2025 00:36:01,21.53,222.80,,,,,
687,08/22/2025 00:41:01,21.53,223.68,,,,,
688,08/22/2025 00:46:01,21.53,223.68,,,,,
689,08/22/2025 00:51:01,21.53,223.68,,,,,
690,08/22/2025 00:56:01,21.58,222.80,,,,,
691,08/22/2025 01:01:01,21.58,223.68,,,,,
692,08/22/2025 01:06:01,21.58,223.68,,,,,
693,08/22/2025 01:11:01,21.53,223.68,,,,,
694,08/22/2025 01:16:01,21.49,222.80,,,,,
695,08/22/2025 01:21:01,21.53,223.68,,,,,
696,08/22/2025 01:26:01,21.53,223.68,,,,,
697,08/22/2025 01:31:01,21.58,223.68,,,,,
698,08/22/2025 01:36:01,21.58,223.68,,,,,
699,08/22/2025 01:41:01,21.53,223.68,,,,,
700,08/22/2025 01:46:01,21.49,223.68,,,,,
701,08/22/2025 01:51:01,21.49,223.68,,,,,
702,08/22/2025 01:56:01,21.53,223.68,,,,,
703,08/22/2025 02:01:01,21.58,223.68,,,,,
704,08/22/2025 02:06:01,21.49,223.68,,,,,
705,08/22/2025 02:11:01,21.49,223.68,,,,,
706,08/22/2025 02:16:01,21.49,223.68,,,,,
707,08/22/2025 02:21:01,21.58,222.80,,,,,
708,08/22/2025 02:26:01,21.53,223.68,,,,,
709,08/22/2025 02:31:01,21.58,223.68,,,,,
710,08/22/2025 02:36:01,21.49,221.92,,,,,
711,08/22/2025 02:41:01,21.49,222.80,,,,,
712,08/22/2025 02:46:01,21.53,223.68,,,,,
713,08/22/2025 02:51:01,21.53,223.68,,,,,
714,08/22/2025 02:56:01,21.58,222.80,,,,,
715,08/22/2025 03:01:01,21.53,223.68,,,,,
716,08/22/2025 03:06:01,21.49,223.68,,,,,
717,08/22/2025 03:11:01,21.49,223.68,,,,,
718,08/22/2025 03:16:01,21.53,222.80,,,,,
719,08/22/2025 03:21:01,21.58,223.68,,,,,
720,08/22/2025 03:26:01,21.53,223.68,,,,,
721,08/22/2025 03:31:01,21.53,222.80,,,,,
722,08/22/2025 03:36:01,21.53,223.68,,,,,
723,08/22/2025 03:41:01,21.53,223.68,,,,,
724,08/22/2025 03:46:01,21.58,223.68,,,,,
725,08/22/2025 03:51:01,21.58,223.68,,,,,
726,08/22/2025 03:56:01,21.53,223.68,,,,,
727,08/22/2025 04:01:01,21.53,223.68,,,,,
728,08/22/2025 04:06:01,21.49,223.68,,,,,
729,08/22/2025 04:11:01,21.58,221.92,,,,,
730,08/22/2025 04:16:01,21.58,222.80,,,,,
731,08/22/2025 04:21:01,21.58,223.68,,,,,
732,08/22/2025 04:26:01,21.53,221.92,,,,,
733,08/22/2025 04:31:01,21.53,223.68,,,,,
734,08/22/2025 04:36:01,21.53,222.80,,,,,
735,08/22/2025 04:41:01,21.53,222.80,,,,,
736,08/22/2025 04:46:01,21.62,223.68,,,,,
737,08/22/2025 04:51:01,21.58,223.68,,,,,
738,08/22/2025 04:56:01,21.53,222.80,,,,,
739,08/22/2025 05:01:01,21.45,223.68,,,,,
740,08/22/2025 05:06:01,21.53,223.68,,,,,
741,08/22/2025 05:11:01,21.53,223.68,,,,,
742,08/22/2025 05:16:01,21.62,223.68,,,,,
743,08/22/2025 05:21:01,21.53,223.68,,,,,
744,08/22/2025 05:26:01,21.53,223.68,,,,,
745,08/22/2025 05:31:01,21.53,223.68,,,,,
746,08/22/2025 05:36:01,21.53,223.68,,,,,
747,08/22/2025 05:41:01,21.58,223.68,,,,,
748,08/22/2025 05:46:01,21.49,223.68,,,,,
749,08/22/2025 05:51:01,21.58,223.68,,,,,
750,08/22/2025 05:56:01,21.49,222.80,,,,,
751,08/22/2025 06:01:01,21.53,223.68,,,,,
752,08/22/2025 06:06:01,21.58,223.68,,,,,
753,08/22/2025 06:11:01,21.62,223.68,,,,,
754,08/22/2025 06:16:01,21.58,221.92,,,,,
755,08/22/2025 06:21:01,21.53,223.68,,,,,
756,08/22/2025 06:26:01,21.53,223.68,,,,,
757,08/22/2025 06:31:01,21.53,223.68,,,,,
758,08/22/2025 06:36:01,21.53,223.68,,,,,
759,08/22/2025 06:41:01,21.58,223.68,,,,,
760,08/22/2025 06:46:01,21.53,223.68,,,,,
761,08/22/2025 06:51:01,21.53,223.68,,,,,
762,08/22/2025 06:56:01,21.53,222.80,,,,,
763,08/22/2025 07:01:01,21.53,223.68,,,,,
764,08/22/2025 07:06:01,21.53,223.68,,,,,
765,08/22/2025 07:11:01,21.58,223.68,,,,,
766,08/22/2025 07:16:01,21.49,223.68,,,,,
767,08/22/2025 07:21:01,21.49,223.68,,,,,
768,08/22/2025 07:26:01,21.49,222.80,,,,,
769,08/22/2025 07:31:01,21.53,223.68,,,,,
770,08/22/2025 07:36:01,21.53,223.68,,,,,
771,08/22/2025 07:41:01,21.58,223.68,,,,,
772,08/22/2025 07:46:01,21.53,223.68,,,,,
773,08/22/2025 07:51:01,21.58,222.80,,,,,
774,08/22/2025 07:56:01,21.53,223.68,,,,,
775,08/22/2025 08:01:01,21.58,223.68,,,,,
776,08/22/2025 08:06:01,21.53,223.68,,,,,
777,08/22/2025 08:11:01,21.53,223.68,,,,,
778,08/22/2025 08:16:01,21.49,223.68,,,,,
779,08/22/2025 08:21:01,21.49,223.68,,,,,
780,08/22/2025 08:26:01,21.58,223.68,,,,,
781,08/22/2025 08:31:01,21.53,223.68,,,,,
782,08/22/2025 08:36:01,21.53,223.68,,,,,
783,08/22/2025 08:41:01,21.53,223.68,,,,,
784,08/22/2025 08:46:01,21.49,223.68,,,,,
785,08/22/2025 08:51:01,21.53,222.80,,,,,
786,08/22/2025 08:56:01,21.58,223.68,,,,,
787,08/22/2025 09:01:01,21.53,223.68,,,,,
788,08/22/2025 09:06:01,21.53,223.68,,,,,
789,08/22/2025 09:11:01,21.49,223.68,,,,,
790,08/22/2025 09:16:01,21.49,223.68,,,,,
791,08/22/2025 09:21:01,21.53,222.80,,,,,
792,08/22/2025 09:26:01,21.53,223.68,,,,,
793,08/22/2025 09:31:01,21.53,223.68,,,,,
794,08/22/2025 09:36:01,21.49,223.68,,,,,
795,08/22/2025 09:41:01,21.53,223.68,,,,,
796,08/22/2025 09:46:01,21.53,222.80,,,,,
797,08/22/2025 09:51:01,21.58,223.68,,,,,
798,08/22/2025 09:56:01,21.49,223.68,,,,,
799,08/22/2025 10:01:01,21.53,223.68,,,,,
800,08/22/2025 10:06:01,21.49,223.68,,,,,
801,08/22/2025 10:11:01,21.53,223.68,,,,,
802,08/22/2025 10:16:01,21.58,223.68,,,,,
803,08/22/2025 10:21:01,21.62,222.80,,,,,
804,08/22/2025 10:26:01,21.53,222.80,,,,,
805,08/22/2025 10:31:01,21.53,226.24,,,,,
806,08/22/2025 10:36:01,21.53,238.56,,,,,
807,08/22/2025 10:41:01,21.58,228.80,,,,,
808,08/22/2025 10:46:01,21.58,244.56,,,,,
809,08/22/2025 10:51:01,21.58,243.68,,,,,
810,08/22/2025 10:56:01,21.49,240.88,,,,,
811,08/22/2025 11:01:01,21.49,240.00,,,,,
812,08/22/2025 11:06:01,21.53,241.76,,,,,
813,08/22/2025 11:11:01,21.58,241.76,,,,,
814,08/22/2025 11:16:01,21.58,242.64,,,,,
815,08/22/2025 11:21:01,21.58,243.52,,,,,
816,08/22/2025 11:26:01,21.58,243.52,,,,,
817,08/22/2025 11:31:01,21.53,242.64,,,,,
818,08/22/2025 11:36:01,21.62,241.76,,,,,
819,08/22/2025 11:41:01,21.62,241.76,,,,,
820,08/22/2025 11:46:01,21.62,240.88,,,,,
821,08/22/2025 11:51:01,21.58,240.00,,,,,
822,08/22/2025 11:56:01,21.53,240.00,,,,,
823,08/22/2025 12:01:01,21.58,240.00,,,,,
824,08/22/2025 12:06:01,21.62,240.00,,,,,
825,08/22/2025 12:11:01,21.58,240.00,,,,,
826,08/22/2025 12:16:01,21.62,277.36,,,,,
827,08/22/2025 12:21:01,21.53,277.36,,,,,
828,08/22/2025 12:26:01,21.58,276.48,,,,,
829,08/22/2025 12:31:01,21.62,276.48,,,,,
830,08/22/2025 12:36:01,21.66,275.60,,,,,
831,08/22/2025 12:41:01,21.66,275.60,,,,,
832,08/22/2025 12:46:01,21.62,275.60,,,,,
833,08/22/2025 12:51:01,21.62,275.60,,,,,
834,08/22/2025 12:56:01,21.58,274.80,,,,,
835,08/22/2025 13:01:01,21.62,273.92,,,,,
836,08/22/2025 13:06:01,21.62,273.92,,,,,
837,08/22/2025 13:11:01,21.62,273.04,,,,,
838,08/22/2025 13:16:01,21.62,273.04,,,,,
839,08/22/2025 13:21:01,21.62,273.04,,,,,
840,08/22/2025 13:26:01,21.58,272.16,,,,,
841,08/22/2025 13:31:01,21.62,271.28,,,,,
842,08/22/2025 13:36:01,21.66,272.16,,,,,
843,08/22/2025 13:41:01,21.70,271.28,,,,,
844,08/22/2025 13:46:01,21.66,270.48,,,,,
845,08/22/2025 13:51:01,21.62,270.48,,,,,
846,08/22/2025 13:56:01,21.58,270.48,,,,,
847,08/22/2025 14:01:01,21.66,270.48,,,,,
848,08/22/2025 14:06:01,21.66,270.48,,,,,
849,08/22/2025 14:11:01,21.66,270.48,,,,,
850,08/22/2025 14:16:01,21.62,270.48,,,,,
851,08/22/2025 14:21:01,21.66,270.48,,,,,
852,08/22/2025 14:26:01,21.58,270.48,,,,,
853,08/22/2025 14:31:01,21.62,270.48,,,,,
854,08/22/2025 14:36:01,21.66,269.60,,,,,
855,08/22/2025 14:41:01,21.62,269.60,,,,,
856,08/22/2025 14:46:01,21.62,268.72,,,,,
857,08/22/2025 14:51:01,21.58,269.60,,,,,
858,08/22/2025 14:56:01,21.62,268.72,,,,,
859,08/22/2025 15:01:01,21.62,268.72,,,,,
860,08/22/2025 15:06:01,21.66,268.72,,,,,
861,08/22/2025 15:11:01,21.70,268.72,,,,,
862,08/22/2025 15:16:01,21.62,268.72,,,,,
863,08/22/2025 15:21:01,21.62,267.84,,,,,
864,08/22/2025 15:26:01,21.58,267.84,,,,,
865,08/22/2025 15:31:01,21.62,267.84,,,,,
866,08/22/2025 15:36:01,21.66,266.96,,,,,
867,08/22/2025 15:41:01,21.70,266.96,,,,,
868,08/22/2025 15:46:01,21.66,266.96,,,,,
869,08/22/2025 15:51:01,21.66,266.16,,,,,
870,08/22/2025 15:56:01,21.62,266.16,,,,,
871,08/22/2025 16:01:01,21.62,266.16,,,,,
872,08/22/2025 16:06:01,21.66,266.16,,,,,
873,08/22/2025 16:11:01,21.62,265.28,,,,,
874,08/22/2025 16:16:01,21.66,265.28,,,,,
875,08/22/2025 16:21:01,21.62,265.28,,,,,
876,08/22/2025 16:26:01,21.62,265.28,,,,,
877,08/22/2025 16:31:01,21.66,265.28,,,,,
878,08/22/2025 16:36:01,21.66,264.40,,,,,
879,08/22/2025 16:41:01,21.66,264.40,,,,,
880,08/22/2025 16:46:01,21.70,264.40,,,,,
881,08/22/2025 16:51:01,21.66,264.40,,,,,
882,08/22/2025 16:56:01,21.62,263.52,,,,,
883,08/22/2025 17:01:01,21.62,264.40,,,,,
884,08/22/2025 17:06:01,21.66,264.40,,,,,
885,08/22/2025 17:11:01,21.70,264.40,,,,,
886,08/22/2025 17:16:01,21.75,264.40,,,,,
887,08/22/2025 17:21:01,21.66,263.52,,,,,
888,08/22/2025 17:26:01,21.66,263.52,,,,,
889,08/22/2025 17:31:01,21.66,262.72,,,,,
890,08/22/2025 17:36:01,21.70,32.08,,,,,
891,08/22/2025 17:41:01,23.03,73646.08,,,,,
892,08/22/2025 17:46:01,26.12,3882.24,,,,,
893,08/22/2025 17:51:01,28.14,14812.16,,,,,
894,08/22/2025 17:56:01,30.20,15498.24,,,,,
895,08/22/2025 18:01:01,32.09,15769.60,,,,,
896,08/22/2025 18:06:01,33.85,16133.12,,,,,
897,08/22/2025 18:11:01,35.39,16291.84,,,,,
898,08/22/2025 18:16:01,36.81,16578.56,,,,,
899,08/22/2025 18:21:01,38.01,16757.76,,,,,
900,08/22/2025 18:26:01,39.25,16880.64,,,,,
901,08/22/2025 18:31:01,40.32,17080.32,,,,,
902,08/22/2025 18:36:01,41.35,17331.20,,,,,
903,08/22/2025 18:41:01,42.17,17500.16,,,,,
904,08/22/2025 18:46:01,43.07,17479.68,,,,,
905,08/22/2025 18:51:01,43.84,17515.52,,,,,
906,08/22/2025 18:56:01,44.61,17638.40,,,,,
907,08/22/2025 19:01:01,45.34,17576.96,,,,,
908,08/22/2025 19:06:01,45.99,17576.96,,,,,
909,08/22/2025 19:11:01,46.54,17454.08,,,,,
910,08/22/2025 19:16:01,47.06,17448.96,,,,,
911,08/22/2025 19:21:01,47.49,17310.72,,,,,
912,08/22/2025 19:26:01,47.75,16983.04,,,,,
913,08/22/2025 19:31:01,48.00,16655.36,,,,,
914,08/22/2025 19:36:01,48.26,16440.32,,,,,
915,08/22/2025 19:41:01,48.52,16061.44,,,,,
916,08/22/2025 19:46:01,48.56,15708.16,,,,,
917,08/22/2025 19:51:01,48.56,14976.00,,,,,
918,08/22/2025 19:56:01,48.43,13880.32,,,,,
919,08/22/2025 20:01:01,48.05,12712.96,,,,,
920,08/22/2025 20:06:01,47.87,12938.24,,,,,
921,08/22/2025 20:11:01,47.75,13066.24,,,,,
922,08/22/2025 20:16:01,47.87,12953.60,,,,,
923,08/22/2025 20:21:01,47.66,11110.40,,,,,
924,08/22/2025 20:26:01,46.84,10649.60,,,,,
925,08/22/2025 20:31:01,46.46,11171.84,,,,,
926,08/22/2025 20:36:01,46.93,15452.16,,,,,
927,08/22/2025 20:41:01,47.27,15078.40,,,,,
928,08/22/2025 20:46:01,46.24,3595.52,,,,,
929,08/22/2025 20:51:01,44.91,7680.00,,,,,
930,08/22/2025 20:56:01,44.06,8432.64,,,,,
931,08/22/2025 21:01:01,44.18,14238.72,,,,,
932,08/22/2025 21:06:01,44.96,9856.00,,,,,
933,08/22/2025 21:11:01,44.61,14336.00,,,,,
934,08/22/2025 21:16:01,44.31,2141.44,,,,,
935,08/22/2025 21:21:01,42.81,5816.32,,,,,
936,08/22/2025 21:26:01,42.00,3605.76,,,,,
937,08/22/2025 21:31:01,41.10,11453.44,,,,,
938,08/22/2025 21:36:01,42.04,12298.24,,,,,
939,08/22/2025 21:41:01,42.34,11115.52,,,,,
940,08/22/2025 21:46:01,40.80,2049.92,,,,,
941,08/22/2025 21:51:01,39.25,1599.36,,,,,
942,08/22/2025 21:56:01,37.88,1706.88,,,,,
943,08/22/2025 22:01:01,36.59,1586.56,,,,,
944,08/22/2025 22:06:01,35.43,1464.96,,,,,
945,08/22/2025 22:11:01,34.36,1233.60,,,,,
946,08/22/2025 22:16:01,33.46,1039.36,,,,,
947,08/22/2025 22:21:01,32.64,1031.04,,,,,
948,08/22/2025 22:26:01,32.00,904.00,,,,,
949,08/22/2025 22:31:01,31.31,847.04,,,,,
950,08/22/2025 22:36:01,30.80,801.28,,,,,
951,08/22/2025 22:41:01,30.28,750.08,,,,,
952,08/22/2025 22:46:01,29.77,694.40,,,,,
953,08/22/2025 22:51:01,29.34,639.20,,,,,
954,08/22/2025 22:56:01,28.91,578.40,,,,,
955,08/22/2025 23:01:01,28.53,519.36,,,,,
956,08/22/2025 23:06:01,28.18,455.52,,,,,
957,08/22/2025 23:11:01,27.84,388.64,,,,,
958,08/22/2025 23:16:01,27.50,320.08,,,,,
959,08/22/2025 23:21:01,27.20,252.56,,,,,
960,08/22/2025 23:26:01,26.90,186.56,,,,,
961,08/22/2025 23:31:01,26.64,128.44,,,,,
962,08/22/2025 23:36:01,26.30,79.90,,,,,
963,08/22/2025 23:41:01,26.08,45.56,,,,,
964,08/22/2025 23:46:01,25.78,22.56,,,,,
965,08/22/2025 23:51:01,25.52,10.40,,,,,
966,08/22/2025 23:56:01,25.27,4.09,,,,,
967,08/23/2025 00:01:01,25.01,1.50,,,,,
968,08/23/2025 00:06:01,24.75,0.64,,,,,
969,08/23/2025 00:11:01,24.49,0.43,,,,,
970,08/23/2025 00:16:01,24.28,0.21,,,,,
971,08/23/2025 00:21:01,24.06,0.21,,,,,
972,08/23/2025 00:26:01,23.81,0.21,,,,,
973,08/23/2025 00:31:01,23.64,0.21,,,,,
974,08/23/2025 00:36:01,23.34,0.21,,,,,
975,08/23/2025 00:41:01,23.21,0.21,,,,,
976,08/23/2025 00:46:01,23.03,0.21,,,,,
977,08/23/2025 00:51:01,22.86,0.21,,,,,
978,08/23/2025 00:56:01,22.65,0.00,,,,,
979,08/23/2025 01:01:01,22.52,0.00,,,,,
980,08/23/2025 01:06:01,22.39,0.21,,,,,
981,08/23/2025 01:11:01,22.22,0.00,,,,,
982,08/23/2025 01:16:01,22.05,0.00,,,,,
983,08/23/2025 01:21:01,21.92,0.00,,,,,
984,08/23/2025 01:26:01,21.79,0.00,,,,,
985,08/23/2025 01:31:01,21.66,0.00,,,,,
986,08/23/2025 01:36:01,21.58,0.00,,,,,
987,08/23/2025 01:41:01,21.49,0.00,,,,,
988,08/23/2025 01:46:01,21.40,0.00,,,,,
989,08/23/2025 01:51:01,21.28,0.00,,,,,
990,08/23/2025 01:56:01,21.15,0.00,,,,,
