#,Date-Time (UTC Standard Time),Temperature   (°C),Light   (lux),Started,Button Down,Button Up,End of File
1029,07/26/2025 07:00:00,22.73,0.00,,,,
1030,07/26/2025 07:05:00,22.65,0.00,,,,
1031,07/26/2025 07:10:00,22.65,0.00,,,,
1032,07/26/2025 07:15:00,22.65,0.00,,,,
1033,07/26/2025 07:20:00,22.61,0.00,,,,
1034,07/26/2025 07:25:00,22.52,0.00,,,,
1035,07/26/2025 07:30:00,22.48,0.00,,,,
1036,07/26/2025 07:35:00,22.43,0.00,,,,
1037,07/26/2025 07:40:00,22.39,0.00,,,,
1038,07/26/2025 07:45:00,22.43,0.00,,,,
1039,07/26/2025 07:50:00,22.35,0.00,,,,
1040,07/26/2025 07:55:00,22.35,0.00,,,,
1041,07/26/2025 08:00:00,22.26,0.00,,,,
1042,07/26/2025 08:05:00,22.31,0.00,,,,
1043,07/26/2025 08:10:00,22.31,0.00,,,,
1044,07/26/2025 08:15:00,22.31,0.00,,,,
1045,07/26/2025 08:20:00,22.26,0.00,,,,
1046,07/26/2025 08:25:00,22.26,0.00,,,,
1047,07/26/2025 08:30:00,22.26,0.00,,,,
1048,07/26/2025 08:35:00,22.26,0.00,,,,
1049,07/26/2025 08:40:00,22.31,0.00,,,,
1050,07/26/2025 08:45:00,22.18,0.00,,,,
1051,07/26/2025 08:50:00,22.26,0.00,,,,
1052,07/26/2025 08:55:00,22.26,0.00,,,,
1053,07/26/2025 09:00:00,22.22,0.00,,,,
1054,07/26/2025 09:05:00,22.18,0.00,,,,
1055,07/26/2025 09:10:00,22.26,0.00,,,,
1056,07/26/2025 09:15:00,22.26,0.00,,,,
1057,07/26/2025 09:20:00,22.26,0.00,,,,
1058,07/26/2025 09:25:00,22.22,0.00,,,,
1059,07/26/2025 09:30:00,22.31,0.21,,,,
1060,07/26/2025 09:35:00,22.22,0.86,,,,
1061,07/26/2025 09:40:00,22.26,1.95,,,,
1062,07/26/2025 09:45:00,22.26,3.90,,,,
1063,07/26/2025 09:50:00,22.26,5.85,,,,
1064,07/26/2025 09:55:00,22.26,8.89,,,,
1065,07/26/2025 10:00:00,22.31,11.96,,,,
1066,07/26/2025 10:05:00,22.35,16.73,,,,
1067,07/26/2025 10:10:00,22.31,22.62,,,,
1068,07/26/2025 10:15:00,22.26,30.92,,,,
1069,07/26/2025 10:20:00,22.31,40.09,,,,
1070,07/26/2025 10:25:00,22.35,53.98,,,,
1071,07/26/2025 10:30:00,22.31,65.30,,,,
1072,07/26/2025 10:35:00,22.52,71.44,,,,
1073,07/26/2025 10:40:00,22.56,82.76,,,,
1074,07/26/2025 10:45:00,22.52,100.24,,,,
1075,07/26/2025 10:50:00,22.56,119.32,,,,
1076,07/26/2025 10:55:00,22.56,130.72,,,,
1077,07/26/2025 11:00:00,22.56,142.00,,,,
1078,07/26/2025 11:05:00,22.56,162.08,,,,
1079,07/26/2025 11:10:00,22.65,161.20,,,,
1080,07/26/2025 11:15:00,22.61,169.04,,,,
1081,07/26/2025 11:20:00,22.56,183.84,,,,
1082,07/26/2025 11:25:00,22.52,156.88,,,,
1083,07/26/2025 11:30:00,22.56,165.52,,,,
1084,07/26/2025 11:35:00,22.52,155.04,,,,
1085,07/26/2025 11:40:00,22.52,169.04,,,,
1086,07/26/2025 11:45:00,22.48,208.32,,,,
1087,07/26/2025 11:50:00,22.43,229.12,,,,
1088,07/26/2025 11:55:00,22.48,242.32,,,,
1089,07/26/2025 12:00:00,22.52,262.32,,,,
1090,07/26/2025 12:05:00,22.52,295.52,,,,
1091,07/26/2025 12:10:00,22.48,284.24,,,,
1092,07/26/2025 12:15:00,22.52,249.28,,,,
1093,07/26/2025 12:20:00,22.52,300.72,,,,
1094,07/26/2025 12:25:00,22.56,339.68,,,,
1095,07/26/2025 12:30:00,22.52,354.72,,,,
1096,07/26/2025 12:35:00,22.61,440.80,,,,
1097,07/26/2025 12:40:00,22.61,345.12,,,,
1098,07/26/2025 12:45:00,22.65,810.56,,,,
1099,07/26/2025 12:50:00,22.65,1054.40,,,,
1100,07/26/2025 12:55:00,22.69,1070.08,,,,
1101,07/26/2025 13:00:00,22.69,1016.32,,,,
1102,07/26/2025 13:05:00,22.69,932.16,,,,
1103,07/26/2025 13:10:00,22.69,806.08,,,,
1104,07/26/2025 13:15:00,22.73,744.96,,,,
1105,07/26/2025 13:20:00,22.69,623.20,,,,
1106,07/26/2025 13:25:00,22.65,746.88,,,,
1107,07/26/2025 13:30:00,22.69,501.28,,,,
1108,07/26/2025 13:35:00,22.61,544.64,,,,
1109,07/26/2025 13:40:00,22.52,492.48,,,,
1110,07/26/2025 13:45:00,22.56,456.48,,,,
1111,07/26/2025 13:50:00,22.43,436.48,,,,
1112,07/26/2025 13:55:00,22.43,471.20,,,,
1113,07/26/2025 14:00:00,22.39,451.36,,,,
1114,07/26/2025 14:05:00,22.31,425.28,,,,
1115,07/26/2025 14:10:00,22.26,404.48,,,,
1116,07/26/2025 14:15:00,22.18,413.12,,,,
1117,07/26/2025 14:20:00,22.09,413.12,,,,
1118,07/26/2025 14:25:00,22.01,447.84,,,,
1119,07/26/2025 14:30:00,21.92,421.76,,,,
1120,07/26/2025 14:35:00,21.92,416.64,,,,
1121,07/26/2025 14:40:00,21.83,386.88,,,,
1122,07/26/2025 14:45:00,21.79,383.36,,,,
1123,07/26/2025 14:50:00,21.83,376.48,,,,
1124,07/26/2025 14:55:00,21.79,352.16,,,,
1125,07/26/2025 15:00:00,21.83,331.04,,,,
1126,07/26/2025 15:05:00,21.83,324.16,,,,
1127,07/26/2025 15:10:00,21.88,323.28,,,,
1128,07/26/2025 15:15:00,21.92,309.44,,,,
1129,07/26/2025 15:20:00,21.96,286.00,,,,
1130,07/26/2025 15:25:00,21.96,282.48,,,,
1131,07/26/2025 15:30:00,21.96,250.16,,,,
1132,07/26/2025 15:35:00,21.96,240.64,,,,
1133,07/26/2025 15:40:00,22.05,251.92,,,,
1134,07/26/2025 15:45:00,22.09,229.36,,,,
1135,07/26/2025 15:50:00,22.18,207.44,,,,
1136,07/26/2025 15:55:00,22.22,238.88,,,,
1137,07/26/2025 16:00:00,22.22,251.92,,,,
1138,07/26/2025 16:05:00,22.26,238.88,,,,
1139,07/26/2025 16:08:24,,,,Logged,Logged,
1140,07/26/2025 16:08:31,,,,Logged,Logged,
1141,07/26/2025 16:10:00,22.35,216.08,,,,
1142,07/26/2025 16:11:03,,,,Logged,Logged,
1143,07/26/2025 16:13:14,,,,Logged,,
1144,07/26/2025 16:13:15,,,,,Logged,
1145,07/26/2025 16:13:23,,,,Logged,,
1146,07/26/2025 16:13:24,,,,Logged,Logged,
1147,07/26/2025 16:13:25,,,,Logged,Logged,
1148,07/26/2025 16:13:26,,,,,Logged,
1149,07/26/2025 16:13:30,,,,Logged,,
1150,07/26/2025 16:13:33,,,,,Logged,
1151,07/26/2025 16:13:36,,,,Logged,,
1152,07/26/2025 16:13:39,,,,,Logged,
1153,07/26/2025 16:13:43,,,,Logged,,
1154,07/26/2025 16:13:45,,,,,Logged,
1155,07/26/2025 16:13:50,,,,Logged,,
1156,07/26/2025 16:13:52,,,,,Logged,
1157,07/26/2025 16:14:01,,,,Logged,,
1158,07/26/2025 16:14:02,,,,Logged,Logged,
1159,07/26/2025 16:14:08,,,,Logged,,
1160,07/26/2025 16:14:09,,,,,Logged,
1161,07/26/2025 16:14:14,,,,Logged,,
1162,07/26/2025 16:14:15,,,,,Logged,
1163,07/26/2025 16:14:28,,,,Logged,Logged,
1164,07/26/2025 16:14:29,,,,Logged,Logged,
1165,07/26/2025 16:14:33,,,,Logged,Logged,
1166,07/26/2025 16:14:38,,,,Logged,,
1167,07/26/2025 16:14:40,,,,,Logged,
1168,07/26/2025 16:14:49,,,,Logged,,
1169,07/26/2025 16:14:50,,,,,Logged,
1170,07/26/2025 16:14:57,,,,Logged,,
1171,07/26/2025 16:14:59,,,,,Logged,
1172,07/26/2025 16:15:00,22.35,241.52,,,,
1173,07/26/2025 16:15:03,,,,Logged,,
1174,07/26/2025 16:15:05,,,,,Logged,
1175,07/26/2025 16:15:11,,,,Logged,,
1176,07/26/2025 16:15:13,,,,,Logged,
1177,07/26/2025 16:15:19,,,,Logged,,
1178,07/26/2025 16:15:21,,,,,Logged,
1179,07/26/2025 16:15:24,,,,Logged,,
1180,07/26/2025 16:15:25,,,,,Logged,
1181,07/26/2025 16:15:31,,,,Logged,,
1182,07/26/2025 16:15:32,,,,,Logged,
1183,07/26/2025 16:15:35,,,,Logged,Logged,
1184,07/26/2025 16:15:36,,,,Logged,Logged,
1185,07/26/2025 16:15:40,,,,Logged,,
1186,07/26/2025 16:15:43,,,,,Logged,
1187,07/26/2025 16:15:50,,,,Logged,,
1188,07/26/2025 16:15:52,,,,,Logged,
1189,07/26/2025 16:15:58,,,,Logged,,
1190,07/26/2025 16:16:01,,,,,Logged,
1191,07/26/2025 16:16:05,,,,Logged,,
1192,07/26/2025 16:16:07,,,,,Logged,
1193,07/26/2025 16:16:09,,,,Logged,Logged,
1194,07/26/2025 16:16:11,,,,Logged,,
1195,07/26/2025 16:16:13,,,,,Logged,
1196,07/26/2025 16:16:14,,,,Logged,,
1197,07/26/2025 16:16:18,,,,,Logged,
1198,07/26/2025 16:16:22,,,,Logged,,
1199,07/26/2025 16:16:25,,,,,Logged,
1200,07/26/2025 16:16:28,,,,Logged,,
1201,07/26/2025 16:16:32,,,,,Logged,
1202,07/26/2025 16:16:35,,,,Logged,,
1203,07/26/2025 16:16:39,,,,Logged,Logged,
1204,07/26/2025 16:16:40,,,,Logged,,
1205,07/26/2025 16:16:49,,,,,Logged,
1206,07/26/2025 16:16:50,,,,Logged,,
1207,07/26/2025 16:17:02,,,,,Logged,
1208,07/26/2025 16:17:03,,,,Logged,,
1209,07/26/2025 16:17:09,,,,,Logged,
1210,07/26/2025 16:17:10,,,,Logged,,
1211,07/26/2025 16:17:13,,,,Logged,Logged,
1212,07/26/2025 16:17:19,,,,,Logged,
1213,07/26/2025 16:17:21,,,,Logged,,
1214,07/26/2025 16:17:23,,,,,Logged,
1215,07/26/2025 16:17:24,,,,Logged,,
1216,07/26/2025 16:17:26,,,,,Logged,
1217,07/26/2025 16:17:28,,,,Logged,,
1218,07/26/2025 16:17:29,,,,,Logged,
1219,07/26/2025 16:17:33,,,,Logged,,
1220,07/26/2025 16:17:34,,,,Logged,Logged,
1221,07/26/2025 16:17:36,,,,,Logged,
1222,07/26/2025 16:17:37,,,,Logged,,
1223,07/26/2025 16:17:40,,,,,Logged,
1224,07/26/2025 16:17:42,,,,Logged,,
1225,07/26/2025 16:17:44,,,,,Logged,
1226,07/26/2025 16:17:45,,,,Logged,,
1227,07/26/2025 16:17:51,,,,Logged,Logged,
1228,07/26/2025 16:17:52,,,,Logged,,
1229,07/26/2025 16:17:54,,,,,Logged,
1230,07/26/2025 16:17:55,,,,Logged,Logged,
1231,07/26/2025 16:18:02,,,,,Logged,
1232,07/26/2025 16:18:04,,,,Logged,,
1233,07/26/2025 16:18:07,,,,Logged,Logged,
1234,07/26/2025 16:18:09,,,,,Logged,
1235,07/26/2025 16:18:11,,,,Logged,,
1236,07/26/2025 16:18:14,,,,Logged,Logged,
1237,07/26/2025 16:18:15,,,,,Logged,
1238,07/26/2025 16:18:18,,,,Logged,,
1239,07/26/2025 16:18:19,,,,Logged,Logged,
1240,07/26/2025 16:18:20,,,,Logged,Logged,
1241,07/26/2025 16:18:21,,,,Logged,Logged,
1242,07/26/2025 16:18:23,,,,,Logged,
1243,07/26/2025 16:18:47,,,,Logged,Logged,
1244,07/26/2025 16:18:50,,,,Logged,,
1245,07/26/2025 16:19:01,,,,Logged,Logged,
1246,07/26/2025 16:19:10,,,,,Logged,
1247,07/26/2025 16:19:12,,,,Logged,,
1248,07/26/2025 16:19:16,,,,,Logged,
1249,07/26/2025 16:19:20,,,,Logged,,
1250,07/26/2025 16:19:23,,,,,Logged,
1251,07/26/2025 16:19:24,,,,Logged,,
1252,07/26/2025 16:19:26,,,,,Logged,
1253,07/26/2025 16:19:27,,,,Logged,,
1254,07/26/2025 16:19:29,,,,Logged,Logged,
1255,07/26/2025 16:19:30,,,,,Logged,
1256,07/26/2025 16:19:31,,,,Logged,,
1257,07/26/2025 16:19:32,,,,,Logged,
1258,07/26/2025 16:19:34,,,,Logged,,
1259,07/26/2025 16:19:37,,,,Logged,Logged,
1260,07/26/2025 16:19:40,,,,,Logged,
1261,07/26/2025 16:19:42,,,,Logged,,
1262,07/26/2025 16:19:46,,,,,Logged,
1263,07/26/2025 16:19:48,,,,Logged,,
1264,07/26/2025 16:19:51,,,,,Logged,
1265,07/26/2025 16:19:52,,,,Logged,,
1266,07/26/2025 16:19:53,,,,,Logged,
1267,07/26/2025 16:19:58,,,,Logged,,
1268,07/26/2025 16:20:00,22.39,231.04,,,Logged,
1269,07/26/2025 16:20:04,,,,Logged,,
1270,07/26/2025 16:20:06,,,,,Logged,
1271,07/26/2025 16:20:08,,,,Logged,,
1272,07/26/2025 16:20:09,,,,,Logged,
1273,07/26/2025 16:20:12,,,,Logged,,
1274,07/26/2025 16:20:13,,,,,Logged,
1275,07/26/2025 16:20:21,,,,Logged,Logged,
1276,07/26/2025 16:20:22,,,,Logged,Logged,
1277,07/26/2025 16:20:31,,,,Logged,,
1278,07/26/2025 16:20:32,,,,,Logged,
1279,07/26/2025 16:20:49,,,,Logged,,
1280,07/26/2025 16:20:53,,,,,Logged,
1281,07/26/2025 16:20:56,,,,Logged,,
1282,07/26/2025 16:20:59,,,,,Logged,
1283,07/26/2025 16:21:02,,,,Logged,,
1284,07/26/2025 16:21:04,,,,,Logged,
1285,07/26/2025 16:21:07,,,,Logged,,
1286,07/26/2025 16:21:09,,,,,Logged,
1287,07/26/2025 16:21:11,,,,Logged,,
1288,07/26/2025 16:21:13,,,,,Logged,
1289,07/26/2025 16:21:16,,,,Logged,,
1290,07/26/2025 16:21:19,,,,,Logged,
1291,07/26/2025 16:21:22,,,,Logged,,
1292,07/26/2025 16:21:23,,,,,Logged,
1293,07/26/2025 16:21:25,,,,Logged,,
1294,07/26/2025 16:21:27,,,,,Logged,
1295,07/26/2025 16:21:29,,,,Logged,,
1296,07/26/2025 16:21:30,,,,,Logged,
1297,07/26/2025 16:21:31,,,,Logged,,
1298,07/26/2025 16:21:33,,,,,Logged,
1299,07/26/2025 16:21:34,,,,Logged,,
1300,07/26/2025 16:21:49,,,,,Logged,
1301,07/26/2025 16:21:50,,,,Logged,,
1302,07/26/2025 16:21:52,,,,,Logged,
1303,07/26/2025 16:21:55,,,,Logged,,
1304,07/26/2025 16:21:57,,,,,Logged,
1305,07/26/2025 16:21:58,,,,Logged,Logged,
1306,07/26/2025 16:22:01,,,,Logged,,
1307,07/26/2025 16:22:04,,,,,Logged,
1308,07/26/2025 16:22:07,,,,Logged,,
1309,07/26/2025 16:22:11,,,,Logged,Logged,
1310,07/26/2025 16:22:14,,,,Logged,,
1311,07/26/2025 16:22:17,,,,,Logged,
1312,07/26/2025 16:22:21,,,,Logged,,
1313,07/26/2025 16:22:23,,,,,Logged,
1314,07/26/2025 16:22:25,,,,Logged,,
1315,07/26/2025 16:22:28,,,,Logged,Logged,
1316,07/26/2025 16:22:40,,,,,Logged,
1317,07/26/2025 16:22:41,,,,Logged,,
1318,07/26/2025 16:22:46,,,,,Logged,
1319,07/26/2025 16:22:48,,,,Logged,,
1320,07/26/2025 16:22:50,,,,Logged,Logged,
1321,07/26/2025 16:22:52,,,,Logged,,
1322,07/26/2025 16:22:54,,,,,Logged,
1323,07/26/2025 16:22:56,,,,Logged,,
1324,07/26/2025 16:22:57,,,,,Logged,
1325,07/26/2025 16:22:59,,,,Logged,,
1326,07/26/2025 16:23:01,,,,,Logged,
1327,07/26/2025 16:23:03,,,,Logged,,
1328,07/26/2025 16:23:04,,,,,Logged,
1329,07/26/2025 16:23:05,,,,Logged,,
1330,07/26/2025 16:23:08,,,,,Logged,
1331,07/26/2025 16:23:09,,,,Logged,,
1332,07/26/2025 16:23:12,,,,,Logged,
1333,07/26/2025 16:23:13,,,,Logged,,
1334,07/26/2025 16:23:15,,,,,Logged,
1335,07/26/2025 16:23:21,,,,Logged,,
1336,07/26/2025 16:23:22,,,,,Logged,
1337,07/26/2025 16:23:23,,,,Logged,,
1338,07/26/2025 16:23:26,,,,,Logged,
1339,07/26/2025 16:23:27,,,,Logged,,
1340,07/26/2025 16:23:36,,,,,Logged,
1341,07/26/2025 16:23:37,,,,Logged,,
1342,07/26/2025 16:23:38,,,,,Logged,
1343,07/26/2025 16:23:39,,,,Logged,,
1344,07/26/2025 16:23:42,,,,Logged,Logged,
1345,07/26/2025 16:23:47,,,,Logged,Logged,
1346,07/26/2025 16:23:48,,,,Logged,Logged,
1347,07/26/2025 16:24:05,,,,,Logged,
1348,07/26/2025 16:24:07,,,,Logged,,
1349,07/26/2025 16:24:09,,,,,Logged,
1350,07/26/2025 16:24:11,,,,Logged,,
1351,07/26/2025 16:24:12,,,,,Logged,
1352,07/26/2025 16:24:15,,,,Logged,,
1353,07/26/2025 16:24:24,,,,,Logged,
1354,07/26/2025 16:24:26,,,,Logged,,
1355,07/26/2025 16:24:27,,,,Logged,Logged,
1356,07/26/2025 16:24:28,,,,Logged,Logged,
1357,07/26/2025 16:24:29,,,,Logged,Logged,
1358,07/26/2025 16:24:30,,,,Logged,Logged,
1359,07/26/2025 16:24:32,,,,,Logged,
1360,07/26/2025 16:24:33,,,,Logged,,
1361,07/26/2025 16:24:36,,,,,Logged,
1362,07/26/2025 16:24:38,,,,Logged,,
1363,07/26/2025 16:24:40,,,,,Logged,
1364,07/26/2025 16:24:41,,,,Logged,,
1365,07/26/2025 16:24:44,,,,,Logged,
1366,07/26/2025 16:24:46,,,,Logged,,
1367,07/26/2025 16:24:51,,,,,Logged,
1368,07/26/2025 16:24:54,,,,Logged,,
1369,07/26/2025 16:24:55,,,,,Logged,
1370,07/26/2025 16:24:56,,,,Logged,,
1371,07/26/2025 16:24:57,,,,,Logged,
1372,07/26/2025 16:25:00,22.39,210.88,,Logged,,
1373,07/26/2025 16:25:01,,,,,Logged,
1374,07/26/2025 16:25:02,,,,Logged,,
1375,07/26/2025 16:25:05,,,,,Logged,
1376,07/26/2025 16:25:06,,,,Logged,,
1377,07/26/2025 16:25:11,,,,,Logged,
1378,07/26/2025 16:25:12,,,,Logged,,
1379,07/26/2025 16:25:14,,,,,Logged,
1380,07/26/2025 16:25:15,,,,Logged,,
1381,07/26/2025 16:25:26,,,,,Logged,
1382,07/26/2025 16:25:28,,,,Logged,,
1383,07/26/2025 16:25:29,,,,,Logged,
1384,07/26/2025 16:25:31,,,,Logged,,
1385,07/26/2025 16:25:35,,,,Logged,Logged,
1386,07/26/2025 16:25:37,,,,Logged,Logged,
1387,07/26/2025 16:25:41,,,,,Logged,
1388,07/26/2025 16:25:43,,,,Logged,,
1389,07/26/2025 16:25:46,,,,,Logged,
1390,07/26/2025 16:25:50,,,,Logged,,
1391,07/26/2025 16:25:54,,,,,Logged,
1392,07/26/2025 16:25:57,,,,Logged,,
1393,07/26/2025 16:26:00,,,,,Logged,
1394,07/26/2025 16:26:03,,,,Logged,,
1395,07/26/2025 16:26:07,,,,,Logged,
1396,07/26/2025 16:26:10,,,,Logged,,
1397,07/26/2025 16:26:12,,,,,Logged,
1398,07/26/2025 16:26:13,,,,Logged,,
1399,07/26/2025 16:26:15,,,,Logged,Logged,
1400,07/26/2025 16:26:17,,,,Logged,,
1401,07/26/2025 16:26:19,,,,Logged,Logged,
1402,07/26/2025 16:26:21,,,,,Logged,
1403,07/26/2025 16:26:23,,,,Logged,,
1404,07/26/2025 16:26:38,,,,,Logged,
1405,07/26/2025 16:26:39,,,,Logged,,
1406,07/26/2025 16:26:40,,,,,Logged,
1407,07/26/2025 16:26:41,,,,Logged,,
1408,07/26/2025 16:26:43,,,,,Logged,
1409,07/26/2025 16:26:44,,,,Logged,,
1410,07/26/2025 16:26:51,,,,,Logged,
1411,07/26/2025 16:26:52,,,,Logged,,
1412,07/26/2025 16:27:08,,,,,Logged,
1413,07/26/2025 16:27:09,,,,Logged,,
1414,07/26/2025 16:27:21,,,,,Logged,
1415,07/26/2025 16:27:22,,,,Logged,,
1416,07/26/2025 16:27:56,,,,,Logged,
1417,07/26/2025 16:27:57,,,,Logged,,
1418,07/26/2025 16:28:02,,,,Logged,Logged,
1419,07/26/2025 16:28:03,,,,Logged,,
1420,07/26/2025 16:30:00,22.39,207.44,,,,
1421,07/26/2025 16:30:04,,,,Logged,Logged,
1422,07/26/2025 16:30:14,,,,Logged,Logged,
1423,07/26/2025 16:30:35,,,,Logged,Logged,
1424,07/26/2025 16:30:38,,,,Logged,Logged,
1425,07/26/2025 16:30:45,,,,Logged,Logged,
1426,07/26/2025 16:30:46,,,,Logged,Logged,
1427,07/26/2025 16:30:56,,,,Logged,Logged,
1428,07/26/2025 16:30:57,,,,Logged,,
1429,07/26/2025 16:31:02,,,,,Logged,
1430,07/26/2025 16:31:04,,,,Logged,,
1431,07/26/2025 16:31:06,,,,Logged,Logged,
1432,07/26/2025 16:31:08,,,,Logged,,
1433,07/26/2025 16:31:10,,,,,Logged,
1434,07/26/2025 16:31:11,,,,Logged,,
1435,07/26/2025 16:31:14,,,,Logged,Logged,
1436,07/26/2025 16:31:25,,,,Logged,Logged,
1437,07/26/2025 16:31:28,,,,Logged,Logged,
1438,07/26/2025 16:31:41,,,,,Logged,
1439,07/26/2025 16:31:42,,,,Logged,,
1440,07/26/2025 16:31:47,,,,,Logged,
1441,07/26/2025 16:31:49,,,,Logged,,
1442,07/26/2025 16:31:51,,,,,Logged,
1443,07/26/2025 16:31:53,,,,Logged,,
1444,07/26/2025 16:31:56,,,,,Logged,
1445,07/26/2025 16:31:58,,,,Logged,,
1446,07/26/2025 16:32:00,,,,,Logged,
1447,07/26/2025 16:32:02,,,,Logged,,
1448,07/26/2025 16:32:07,,,,,Logged,
1449,07/26/2025 16:32:09,,,,Logged,,
1450,07/26/2025 16:32:11,,,,,Logged,
1451,07/26/2025 16:32:12,,,,Logged,,
1452,07/26/2025 16:32:18,,,,Logged,Logged,
1453,07/26/2025 16:32:23,,,,Logged,Logged,
1454,07/26/2025 16:32:28,,,,,Logged,
1455,07/26/2025 16:32:29,,,,Logged,,
1456,07/26/2025 16:33:14,,,,Logged,Logged,
1457,07/26/2025 16:33:36,,,,,Logged,
1458,07/26/2025 16:33:37,,,,Logged,,
1459,07/26/2025 16:34:38,,,,Logged,Logged,
1460,07/26/2025 16:35:00,22.61,191.76,,,,
1461,07/26/2025 16:35:38,,,,Logged,Logged,
1462,07/26/2025 16:40:00,22.61,204.80,,,,
1463,07/26/2025 16:45:00,22.65,235.44,,,,
1464,07/26/2025 16:50:00,22.69,251.04,,,,
1465,07/26/2025 16:55:00,22.65,272.72,,,,
1466,07/26/2025 17:00:00,22.61,252.80,,,,
1467,07/26/2025 17:05:00,22.61,220.40,,,,
1468,07/26/2025 17:10:00,22.56,269.28,,,,
1469,07/26/2025 17:15:00,22.56,272.72,,,,
1470,07/26/2025 17:20:00,22.48,225.68,,,,
1471,07/26/2025 17:25:00,22.48,231.76,,,,
1472,07/26/2025 17:30:00,22.43,129.00,,,,
1473,07/26/2025 17:35:00,22.48,82.76,,,,
1474,07/26/2025 17:40:00,22.35,92.32,,,,
1475,07/26/2025 17:45:00,22.39,80.98,,,,
1476,07/26/2025 17:50:00,22.39,138.52,,,,
1477,07/26/2025 17:55:00,22.35,160.36,,,,
1478,07/26/2025 18:00:00,22.35,234.56,,,,
1479,07/26/2025 18:05:00,22.39,241.52,,,,
1480,07/26/2025 18:10:00,22.31,168.16,,,,
1481,07/26/2025 18:14:11,,,,,Logged,
1482,07/26/2025 18:14:12,,,,Logged,,
1483,07/26/2025 18:14:40,,,,,Logged,
1484,07/26/2025 18:14:41,,,,Logged,,
1485,07/26/2025 18:14:45,,,,,Logged,
1486,07/26/2025 18:14:46,,,,Logged,,
1487,07/26/2025 18:15:00,22.31,247.60,,,,
1488,07/26/2025 18:15:02,,,,,Logged,
1489,07/26/2025 18:15:03,,,,Logged,,
1490,07/26/2025 18:15:15,,,,,Logged,
1491,07/26/2025 18:15:16,,,,Logged,,
1492,07/26/2025 18:16:25,,,,,Logged,
1493,07/26/2025 18:16:26,,,,Logged,,
1494,07/26/2025 18:16:29,,,,Logged,Logged,
1495,07/26/2025 18:16:30,,,,Logged,,
1496,07/26/2025 18:16:41,,,,Logged,Logged,
1497,07/26/2025 18:16:58,,,,,Logged,
1498,07/26/2025 18:16:59,,,,Logged,,
1499,07/26/2025 18:17:21,,,,Logged,Logged,
1500,07/26/2025 18:17:27,,,,Logged,Logged,
1501,07/26/2025 18:17:54,,,,,Logged,
1502,07/26/2025 18:17:55,,,,Logged,,
1503,07/26/2025 18:18:06,,,,Logged,Logged,
1504,07/26/2025 18:18:12,,,,,Logged,
1505,07/26/2025 18:18:13,,,,Logged,,
1506,07/26/2025 18:19:19,,,,Logged,Logged,
1507,07/26/2025 18:20:00,22.35,230.00,,,,
1508,07/26/2025 18:20:50,,,,Logged,Logged,
1509,07/26/2025 18:21:40,,,,,Logged,
1510,07/26/2025 18:21:41,,,,Logged,,
1511,07/26/2025 18:22:20,,,,,Logged,
1512,07/26/2025 18:22:21,,,,Logged,,
1513,07/26/2025 18:22:49,,,,Logged,Logged,
1514,07/26/2025 18:23:00,,,,,Logged,
1515,07/26/2025 18:23:01,,,,Logged,,
1516,07/26/2025 18:23:11,,,,,Logged,
1517,07/26/2025 18:23:13,,,,Logged,,
1518,07/26/2025 18:23:29,,,,,Logged,
1519,07/26/2025 18:23:30,,,,Logged,,
1520,07/26/2025 18:23:34,,,,,Logged,
1521,07/26/2025 18:23:35,,,,Logged,,
1522,07/26/2025 18:23:40,,,,Logged,Logged,
1523,07/26/2025 18:23:56,,,,,Logged,
1524,07/26/2025 18:23:58,,,,Logged,,
1525,07/26/2025 18:24:03,,,,,Logged,
1526,07/26/2025 18:24:04,,,,Logged,,
1527,07/26/2025 18:24:08,,,,,Logged,
1528,07/26/2025 18:24:09,,,,Logged,,
1529,07/26/2025 18:24:14,,,,Logged,Logged,
1530,07/26/2025 18:24:25,,,,,Logged,
1531,07/26/2025 18:24:26,,,,Logged,,
1532,07/26/2025 18:24:31,,,,,Logged,
1533,07/26/2025 18:24:32,,,,Logged,,
1534,07/26/2025 18:24:43,,,,,Logged,
1535,07/26/2025 18:24:44,,,,Logged,,
1536,07/26/2025 18:24:49,,,,,Logged,
1537,07/26/2025 18:24:50,,,,Logged,,
1538,07/26/2025 18:25:00,22.26,203.92,,,Logged,
1539,07/26/2025 18:25:02,,,,Logged,,
1540,07/26/2025 18:25:06,,,,,Logged,
1541,07/26/2025 18:25:07,,,,Logged,,
1542,07/26/2025 18:25:13,,,,Logged,Logged,
1543,07/26/2025 18:25:17,,,,Logged,Logged,
1544,07/26/2025 18:25:23,,,,Logged,Logged,
1545,07/26/2025 18:25:34,,,,Logged,Logged,
1546,07/26/2025 18:25:35,,,,Logged,,
1547,07/26/2025 18:25:41,,,,Logged,Logged,
1548,07/26/2025 18:25:46,,,,,Logged,
1549,07/26/2025 18:25:47,,,,Logged,,
1550,07/26/2025 18:25:52,,,,Logged,Logged,
1551,07/26/2025 18:25:57,,,,Logged,Logged,
1552,07/26/2025 18:25:58,,,,Logged,Logged,
1553,07/26/2025 18:26:03,,,,,Logged,
1554,07/26/2025 18:26:04,,,,Logged,,
1555,07/26/2025 18:26:26,,,,Logged,Logged,
1556,07/26/2025 18:26:30,,,,Logged,Logged,
1557,07/26/2025 18:26:38,,,,,Logged,
1558,07/26/2025 18:26:39,,,,Logged,,
1559,07/26/2025 18:26:50,,,,,Logged,
